SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
815,4215190201900,"SET, FOR ORAL CARE : CLEANS AND MOISTURIZE THE ORAL CAVITY UP TO THREE TIMES A DAY, THE SYSTEM IS CONVENIENTLY DIVIDED INTO PULL AWAY SECTIONS THAT CONTAIN THE SUCTION TOOLS, APPLICATOR SWABS, ANTISEPTIC RINSES, AND MOUTH MOISTURIZERS NEEDED FOR EACH SESSION OF ORAL CARE, USED IN OR, /ICU./ER PATIENT WITH CONTINUE VENTILATOR MOSTLY, SYSTEM INCLUDE : 1 - COVERED YANKAUER, 3 - PACKAGES OF 1 SUCTION TOOTHBRUSH WITH SODIUM BICARBONATE, ANTISEPTIC ORAL RINSE, MOUTH MOISTURIZER AND APPLICATOR SWAB",EA,ITEMIZED,"66,417"
816,4215190202000,"KIT, ORAL CARE, CONTAIN GAUZE BOLE, CLIPCE, LINN, PASIN, TRACH PAGE, SPONGE TIPPED MOUTH SWAB GAUZE BADE, PETROLEUM GEL, HYDROGEN PEROXIDE SOLUTION NOT MORE THAN 3%, BITE BLOCK, DISPOSABLE, STERILE",EA,ITEMIZED,"2,33,082"
817,4214150200500,"ORAL SWABS FOAM, ADDED DENTIFRICE, TOOTHETTES, WRAPPED INDIVIDUALLY, DISPOSABLE",EA,ITEMIZED,"27,91,172"
818,5313150600200,"TIP, FOR SUCTION, ANGLE, SWAB MOUTH CARE, FOR USE WITH ORAL PREP",EA,ITEMIZED,"1,38,147"
819,4214160102000,"TOOTHBRUSH, SOFT BRISTLES, FOR ADULT",EA,ITEMIZED,"5,56,090"
820,4214160102100,"TOOTHBRUSH, SOFT BRISTLES, SIZE: PEDIATRIC",EA,ITEMIZED,"1,43,765"
821,4214160102200,"TOOTHPASTE, WHITE, REGULAR, 10 ML, TUBE",EA,ITEMIZED,"7,01,442"
822,5313162800000,"SHAMPOO, BABY, HYPOALLERGENIC, PH-NEUTRAL, ALCOHOL FREE, 50 ML, INDIVIDUALLY PACKED",EA,ITEMIZED,"11,63,755"
823,4214160103500,"BABY BATH, HYPOALLERGENIC, PH-NEUTRAL, PARABENS, ALCOHOL FREE, 400 - 500 ML BOTTLE",EA,ITEMIZED,"75,712"
824,4221161100000,"SITZ BATH GOLD COLOUR, HARD PLASTIC WITH 2000CC BAG GRADUATED WITH LONG TUBING FOR PERSONAL USE OF MATERNITY PATIENTS, INDIVIDUALLY PACKED, SINGLE USE",EA,ITEMIZED,"12,218"
825,4111620501100,"KIT, SPILL, CHEMO SAFETY, FOR CYTOTOXICS DRUGS CONTAINS: 2 PAIR OF CHEMO GLOVES, 1 CHEMO GOWN, SAFETY GOGGLES, 1 FACE MASK, CHEMO WASTE BAG, 1 PAIR OF SHOE COVER (WATER RESISTANT), CHEMO ABSORBENT PADS, 1 SCOOP WITH DETACHABLE SCRAPER, 1 CHEMO SPILL WARNING SIGN, TIE WRAP, FOR SINGLE TIME USE",EA,ITEMIZED,"1,186"
826,4713190500000,"SPILL ABSORBENT PAD 45X45CM OR EQUIVALENT WITH INSTANT ABSORPTION CAPACITY OF 1 LITER. USED TO ABSORB BODILY SPILLS ON SURFACES AND FLOORS. PERACETIC ACID GENERATING AND ACTIVE AGAINST ALL KNOWN MICROORGANISMS ASSOCIATED WITH BLOOD, URINE AND FECAL SPILLS INCLUDING BACTERIAL ENDOSPORES AND NON-ENVELOPED VIRUSES, SAFE TO USE ON URINE SPILLS. CONFIRMS TO EN1275, EN1276, EN13/04, EN14348, EN14476, EN14561, EN14562, EN14563 STANDARD'S FOR PATHOGENS ASSOCIATED WITH BODILY SPILLS.",EA,ITEMIZED,"67,250"
827,4213150200100,"TOWEL, NON-WOVEN, LARGE, SIZE: ABOUT 30 X 30 CM OR EQUIVALENT, DISPOSABLE, NON-STERILE",EA,ITEMIZED,"1,43,54,369"
828,4219250100400,"COVER, FOR OMNIBED HOOD, FOR GIRAFFE",EA,ITEMIZED,"4,457"
829,4219250100500,"COVER, INCO, TO FIT GE GIRAFFE, OMNIBED OR EQUIVALENT",EA,ITEMIZED,90
830,4213170700000,"COVER, HEAD, COTTON BASE, PEDIATRIC, DISPOSABLE",EA,ITEMIZED,"27,45,119"
831,4214170501100,"COVER, PRONE, PLUS POSITIONING AID, WITH KNOT, SMALL",EA,ITEMIZED,200
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
832,4214170501000,"COVER, PRONE, PLUS POSITIONING AID, WITH KNOT, MEDIUM",EA,ITEMIZED,200
833,4214170500900,"COVER, PRONE PLUS, POSITIONING AID, WITH KNOT, LARGE",EA,ITEMIZED,200
834,4219221200000,"COVER, TROLLEY, SHEET, HYGIENIC PROTECTIVE TRANSPORTATION BED, SOFT, NON-WOVEN, IMPERVIOUS PLASTIC BASE, WHITE COLOR, HIGH ABSORBANCE CAPACITY NOT LESS THAN TWO LITERS, PATIENT SURFACE REMAINS SOFT AND DRY, TEAR RESISTANCE (UP TO 150 KG WEIGHT LIFTING), SIZE 250 X 150 CM, INDIVIDUALLY PACKED, DISPOSABLE, NO STERILE",EA,ITEMIZED,"1,05,388"
835,4213150405000,"COVERS, FOR BILI BLANKET PLUS HIGH OUTPUT PHOTOTHERAPY SYS, DISPOSABLE",EA,ITEMIZED,"2,765"
836,4214210603900,"BLANKET ALUMINUM COATED 140 CM X 220 CM (+/- 20 CM), FOR ADULT",EA,ITEMIZED,"13,667"
837,4214210604000,"BLANKET ALUMINUM COATED PLASTIC FILM WITH HOOD SPACE, 90 CM X 120 CM (+/- 10 CM), FOR BABY",EA,ITEMIZED,"11,321"
838,4219182001000,"AID, POSITIONING, NEONATE, PRONE PLUS, SMALL (LESS THAN 1000 GRAMS), PROMOTES SAFE PRONE POSITIONING, WASHABLE, INDIVIDUALLY PACKAGED, REUSABLE, HOSPITAL GRADE, NONALLERGIC MATERIAL, DISPOSABLE",EA,ITEMIZED,"35,630"
839,4219182000000,"AID, POSITIONING, NEONATE, PRONE PLUS, MEDIUM (MORE THAN 1000 GRAMS), PROMOTES SAFE PRONE POSITIONING, WASHABLE, INDIVIDUALLY PACKAGED, REUSABLE, HOSPITAL GRADE, NONALLERGIC MATERIAL, DISPOSABLE",EA,ITEMIZED,"24,634"
840,4219181900200,"AID, POSITIONING, PROVIDES SAFE BOUNDARIES / CONTAINMENT AND COMFORT, SUPPORTS PROPER MUSCULOSKELETAL DEVELOPMENT, REUSABLE, WASHABLE, INDIVIDUALLY PACKAGED, WITH ROD, SAFE, HOSPITAL GRADE, NON-ALLERGIC MATERIAL, DISPOSABLE",EA,ITEMIZED,"3,495"
841,4214361200400,GEL PAD LATERAL COMFORT POSITIONER,EA,ITEMIZED,94
842,4214361200800,"GEL PAD POSITIONER, DOME SHAPED POSITIONER, SIZE APPROX. 14 IN L X 6 IN W (+/-1)",EA,ITEMIZED,"1,884"
843,4214361200500,"GEL PAD POSITIONER, FLAT BOTTOMED CHEST ROLL, SIZE APPROX. 12 IN L X 4 IN W (+/-1)",EA,ITEMIZED,560
844,4214361200600,"GEL PAD POSITIONER, FLAT BOTTOMED CHEST ROLL, SIZE APPROX. 16 IN L X 4 IN W (+/-1)",EA,ITEMIZED,644
845,4214361200700,"GEL PAD POSITIONER, FLAT BOTTOMED CHEST ROLL, SIZE APPROX. 20 IN L X 4 IN W (+/-1)",EA,ITEMIZED,680
846,4214170502500,"GEL POSITIONER, CLOSED HEAD RING ADULT",EA,ITEMIZED,357
847,4214361201000,"GEL POSITIONER, CLOSED HEAD RING INFANT",EA,ITEMIZED,924
848,4214361200900,"GEL POSITIONER, CONTOURED ARM BOARD PAD SMALL",EA,ITEMIZED,188
849,4214170502800,"GEL POSITIONER, CONTOURED ARM BOARD PAD MEDIUM",EA,ITEMIZED,664
850,4214170502700,"GEL POSITIONER, CONTOURED ARM BOARD PAD LARGE",EA,ITEMIZED,348
851,4214210803900,"GEL POSITIONER, HEEL PAD (SMALL)",EA,ITEMIZED,577
852,4214210803600,"GEL POSITIONER, HEEL PAD (LARGE)",EA,ITEMIZED,987
853,4224151100700,"KIT, TURN OVER, AND CLEAN UP",EA,ITEMIZED,"15,479"
854,4229540021100,"PATIENT PROTECTION KIT, INCLUDING SIDEPRONE HEADREST, 3 DUAL LAYERS PADS, 2 ARCS, FOR ICU POSITIONING",KIT,ITEMIZED,336
855,4214170508800,"PILLOW POSITIONING, PILLOW FOR MULTI PURPOSE POSITIONING FOAM (TRIANGULAR SHAPE), ADULT, SMALL",PC,ITEMIZED,200
856,4214170501400,"PILLOW POSITIONING, PILLOW FOR MULTI PURPOSE POSITIONING FOAM (TRIANGULAR SHAPE), ADULT, MEDIUM",EA,ITEMIZED,180
857,4229511101000,"KIT, TURN AND POSITION SYSTEM, CONTAINS (1) GLIDE SHEET WITH MULTIPLE HANDLES 90 X 140CM (+/- 10CM), (1) BODY WEDGE, (1) BODY WEDGE WITH ANCHOR, (1) MICROCLIMATE BODY PAD 90 X 140CM (+/- 10CM), ABSORPTION CAPABILITY NOT LESS THAN 2 L, SINGLE PATIENT USE, WEIGHT CAPACITY NOT LESS THAN 200 KG",KIT,GROUP 5,300
858,4214310600700,"MICROCLIMATE BODY PAD, USED IN TURN AND POSITION SYSTEM, ABSORPTION CAPABILITY NOT LESS THAN 2 L, SIZE 90 X 140CM (+/- 10CM)",EA,GROUP 5,800
859,4618170200700,"MATTRESS, NEONATAL, TOTAL BODY COOLING COMPATIBLE WITH TECOTHERM NEO 44X65CM, 5L COOLANT FLUID FOR NEONATAL NEW BOTTLE FREE OF CHARGE ON DEMAND, DISPOSABLE",EA,ITEMIZED,"6,963"
860,4219180200100,"MATTRESS, WARMING : (NEONATE) : BASED ON A 24 C/ 75 F START TEMPERATURE, THE MATTRESS REACHES A PEAK TEMPERATURE OF 40 C/ 104 F IN LESS THAN 60 SECONDS, LATEX AND PVC FREE, MADE WITH NONTOXIC, FOOD - GRADE MATERIALS, TRANSWARMER MINIMIZES THE RISK OF HYPOTHERMIA IN CESAREAN DELIVERIES, PATENTED GEL AND SOFT NON - WOVEN SURFACE, DISPOSABLE HEAT PACK, 10 INCH X 16 INCH, PROVIDES WARMTH FOR UP TO 2 HOURS (DEPENDING ON AMBIENT TEMPERATURE)",EA,ITEMIZED,415
861,4229511600100,"SHEET, STICKY MAT, BLUE, SIZE 90X 60 CM (+/- 10CM)",EA,ITEMIZED,"40,292"
862,4110410300000,"HEEL WARMER, CONFORMS TO INFANT'S HEEL, COMPLETELY COVERS HEEL STICK AREA, DUAL ADHESIVE STRAPS KEEPS WARMER IN PLACE, TEMPERATURE 40 C(+/- 2), FOR 3-5 MINUTES, LATEX-FREE AND NON-TOXIC INGREDIENTS MAKE IT SAFE TO USE",EA,ITEMIZED,"6,97,402"
863,4214210000600,"PACK INSTANT WARM, MEDIUM, DISPOSABLE",EA,ITEMIZED,"9,402"
864,4214210000300,"PACK, COLD, INSTANT ICE COMPRESS, 15 X 28 CM (+/- 2 CM)",EA,ITEMIZED,"3,70,719"
865,4214210000400,"PACK, COLD/HOT, GEL, REUSABLE, SIZE 15 X 25 CM (+/- 3 CM)",EA,ITEMIZED,"47,600"
866,4214360500000,"STRAP, RESTRAINT BODY, DISPOSABLE",EA,ITEMIZED,"67,269"
867,4214360500100,"STRAP, RESTRAINT FOR CHEST, DISPOSABLE",EA,ITEMIZED,"40,350"
868,4110413800300,"STRAP, RESTRAINT FOR LIMBS, CUFF DIMENSIONS: 13 INCHES LENGTH X 3 INCHES WIDTH, CUFF THICKNESS: 3/8 INCH, STRAP LENGTH: 53 INCHES, MATERIAL: FOAM, WRIST CLOSURE: D-RING, WRIST SIZES: 4 TO 12 INCHES IN CIRCUMFERENCE",EA,ITEMIZED,"22,375"
869,4220340328700,"STRAP, RESTRAINT FOR LIMBS, FOAM LINED, VELCRO CLOSURE ADJUSTABLE, INFANT, DISPOSABLE",EA,ITEMIZED,"6,042"
870,4214280212500,"SUPPORT, SCROTAL WITH LEG STRAPS, COTTON AND RAYON, SMALL",EA,ITEMIZED,"66,080"
871,4231250300000,"SUPPORT, SCROTAL WITH LEG STRAPS, COTTON AND RAYON, MEDIUM",EA,ITEMIZED,"1,125"
872,4231250300200,"SUPPORT, SCROTAL WITH LEG STRAPS, COTTON AND RAYON, LARGE",EA,ITEMIZED,"1,410"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
873,4231250300100,"SUPPORT, SCROTAL WITH LEG STRAPS, COTTON AND RAYON, EXTRA LARGE",EA,ITEMIZED,"82,097"
874,4214360300000,"MITTEN, MADE OF SOFT FABRIC, SECURE ALL FINGER CONTROL, AIR-COOLED, LATEX-FREE, ADULT, CONTROL MITT
RESTRAINT",EA,ITEMIZED,"30,267"
875,4229545100300,"MITTEN, MADE OF SOFT FABRIC, SECURE ALL FINGER CONTROL, AIR-COOLED, LATEX-FREE, CHILD, CONTROL MITT
RESTRAINT",EA,ITEMIZED,600
876,4221181214700,"STOCKING, ANTI-EMBOLISM, (OPEN TOES) THIGH LENGTH FOR ADULT, SIZE: MEDIUM",EA,ITEMIZED,"1,41,508"
877,4221181214600,"STOCKING, ANTI-EMBOLISM, (OPEN TOES) THIGH LENGTH FOR ADULT, SIZE: LARGE",EA,ITEMIZED,"2,17,230"
878,4214280210900,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, SMALL",EA,ITEMIZED,"71,574"
879,4221181212100,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, MEDIUM",EA,ITEMIZED,"60,248"
880,4221181214300,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, LARGE",EA,ITEMIZED,"4,117"
881,4214280211100,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, X-LARGE",EA,ITEMIZED,"1,07,467"
882,4214280211600,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, XX-LARGE",EA,ITEMIZED,"78,567"
883,4214280211700,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, XXX-LARGE",EA,ITEMIZED,"6,472"
884,4214280211000,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, WITH INSPECTION TOE, SIZE: SMALL",EA,ITEMIZED,"66,686"
885,4221181214500,"STOCKING, ANTI-EMBOLISM, BELOW KNEE, WITH INSPECTION TOE, SIZE: EXTRA LARGE",EA,ITEMIZED,"26,381"
886,4214280210000,"STOCKING, ANTI-EMBOLISM, THIGH LENGTH, LARGE",EA,ITEMIZED,"27,427"
887,4214280212100,"STOCKING, ANTI-EMBOLISM, THIGH LENGTH, XX-LARGE",EA,ITEMIZED,"34,057"
888,4214280212000,"STOCKING, ANTI - EMBOLISM, THIGH LENGTH, WITH INSPECTION TOE, SIZE: MEDIUM",EA,ITEMIZED,"83,096"
889,4214280211900,"STOCKING, ANTI - EMBOLISM, THIGH LENGTH, WITH INSPECTION TOE, SIZE: LARGE",EA,ITEMIZED,"35,185"
890,4221181212700,"STOCKING, ANTI - EMBOLISM, THIGH LENGTH, WITH INSPECTION TOE AND WAIST BELT, SIZE: LARGE.",EA,ITEMIZED,"1,800"
891,4229452102900,"BELT, FETAL MONITOR, 2 LYCRA TYPE, BANDAGE, 15 METER LONG",EA,ITEMIZED,"13,150"
892,4111620001700,"CTG FETAL MONITORING BELT ABDOMINAL, BUTTON HOLES, COLOR CODED, MADE FROM A SOFT BELT MATERIAL, 1-
1.5 M",EA,ITEMIZED,"1,940"
893,4229490400100,"BITE BLOCK, ADULT, SIZE : 20 MM, WITH STRAP",PC,ITEMIZED,"25,964"
894,5310230500300,"DIAPER, FROM APPROXIMATELY 3 TO 4.5 KG, HIGHLY ABSORBENT, ASSURES DRY SURFACE, RE-ADJUSTABLE, ADHESIVE TAPE, PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"63,77,844"
895,5310230500400,"DIAPER, FROM APPROXIMATELY 4.5 TO 7.5 KG, HIGHLY ABSORBENT, ASSURES DRY SURFACE, RE-ADJUSTABLE, ADHESIVE TAPE, PACKING: WRAPPEDIN A PLASTIC PACK",EA,ITEMIZED,"67,68,265"
896,5310230500100,"DIAPER, FROM APPROXIMATELY 10 TO 18 KG, HIGHLY ABSORBENT, ASSURES DRY SURFACE, RE-ADJUSTABLE, ADHESIVE TAPE, PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"79,68,656"
897,5310230500200,"DIAPER, FROM APPROXIMATELY 18 TO 25 KG, HIGHLY ABSORBENT, ASSURES DRY SURFACE, RE-ADJUSTABLE, ADHESIVE TAPE, PACKING: WRAPPED IN A PLASTI C PACK",EA,ITEMIZED,"96,41,297"
898,4214160101500,"DIAPER, FROM APPROXIMATELY 25 TO 32 KG, HIGHLY ABSORBENT, ASSURES DRY SURFACE, RE-ADJUSTABLE, ADHESIVE TAPE, PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"12,93,112"
899,4213151400500,"DIAPER, WRAP AROUND, WAIST SIZE: APPROXIMATELY 20 X 31 INCH, ADULT, SMALL, HIGHLY ABSORBENT, ASSURES DRY SURFACE, READJUSTABLE ADHESIVE TAPE, PACKING, WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"13,932"
900,4213151400600,"DIAPER, WRAP AROUND, WAIST SIZE: APPROXIMATELY 32 X 44 INCH, ADULT, MEDIUM, HIGHLY ABSORBENT, ASSURES DRY SURFACE, READJUSTABLE ADHESIVE TAPE, ANTI LEAK BARRIER, PACKING, WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"10,65,485"
901,5310230600000,"DIAPER, WRAP AROUND, WAIST SIZE: APPROXIMATELY 44 INCH X 60 INCH, ADULT, LARGE, HIGHLY ABSORBENT, ASSURES DRY SURFACE, READJUSTABLE ADHESIVE TAPE, PACKING, WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"2,32,01,984"
902,5310230600100,"DIAPER, WRAP AROUND, WAIST SIZE: APPROXIMATELY 56 INCH X 64 INCH, ADULT, EXTRA LARGE, HIGHLY ABSORBENT, ASSURES DRY SURFACE, READJUSTABLE ADHESIVE TAPE, PACKING, WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"2,58,20,184"
903,4213210100100,"UNDERPAD, INCONTINENCE, ABSORBENT, CELLULOSE, WATERPROOF, STRONG AND CLEAR IMPOSING, ASSURE DRY SURFACE, SIZE: 30 X 30 CM ( +/- 2 CM ), PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"23,05,280"
904,4213210100700,"UNDERPAD, INCONTINENCE, ABSORBENT, CELLULOSE, WATERPROOF, STRONG AND CLEAR IMPOSING, ASSURE DRY SURFACE, SIZE: 40 X 60 CM ( +/- 2 CM ), PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"78,29,625"
905,4213210100800,"UNDERPAD, INCONTINENCE, ABSORBENT, CELLULOSE, WATERPROOF, STRONG AND CLEAR IMPOSING, ASSURE DRY SURFACE, SIZE: 50 X 75 CM ( +/- 2 CM ), PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"3,59,88,050"
906,4213210100200,"UNDERPAD, INCONTINENCE, ABSORBENT, CELLULOSE, WATERPROOF, STRONG AND CLEAR IMPOSING, ASSURE DRY SURFACE, SIZE: 60 X 80 CM ( +/- 2 CM ), PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"11,49,04,085"
907,4213210100500,"UNDERPAD, INCONTINENCE, ABSORBENT, CELLULOSE, WATERPROOF, STRONG AND CLEAR IMPOSING, ASSURE DRY SURFACE, SIZE: 60 X 90 CM ( +/- 2 CM ), PACKING: WRAPPED IN A PLASTIC PACK",EA,ITEMIZED,"6,25,86,130"
908,4214310601100,"PAD, SANITARY, NON-STERILE",EA,ITEMIZED,"17,89,536"
909,4213151000000,"PANTS, NET, ELASTIC, LARGE, FOR KEEPING INCONTINENT PADS IN PLACE",EA,ITEMIZED,"2,80,268"
910,4214160102300,"PANTY, NET, ELASTIC, MEDIUM, FOR KEEPING INCONTINENT PADS IN PLACE",EA,ITEMIZED,"6,26,047"
911,4213210300000,"SHEET, ABSORBENT, BABY RECEIVING BLANKET FOR USE WITH C - SECTIONS, DOUBLE LAYER, 52 X 70 INCH OR 132 X 178 CM, 1 PER PACKAGE, DISPOSABLE, STERILE",EA,ITEMIZED,"37,250"
912,4219181301100,"PAPER, FOR EXAMINATION COUCH, WITH ONE PLASTIC SIDE AND OTHER CELLULOSE SIDE, WITH PERFORATION EVERY 60 CM, SIZE: 60 - 80 CM X 30 YARDS/ROLL",EA,ITEMIZED,"37,84,900"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
913,4231150505200,"BANDAGE, COHESIVE, ELASTIC CONFORMING BANDAGE, WITH DOUBLE ADHESIVE EFFECT, LATEX FREE, PERMEABLE TO AIR, CONSIST OF VISCOSE, COTTON, POLYAMIDE, ROLL OF 8 CM X 4 M",EA,ITEMIZED,"2,89,412"
914,4231150505100,"BANDAGE, COHESIVE, ELASTIC CONFORMING BANDAGE, WITH DOUBLE ADHESIVE EFFECT, LATEX FREE, PERMEABLE TO AIR, CONSIST OF VISCOSE, COTTON, POLYAMIDE, ROLL OF 12 CM X 4 M",EA,ITEMIZED,"4,62,471"
915,4231150523400,"BANDAGE, CREPE COTTON, WITH CLIPS, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH SIZE : 5 X 450 CM",EA,ITEMIZED,"45,82,137"
916,4231150523700,"BANDAGE, CREPE COTTON, WITH CLIPS, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH SIZE : 7.5 X 450 CM",EA,ITEMIZED,"55,33,053"
917,4231150523500,"BANDAGE, CREPE COTTON, WITH CLIPS, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH SIZE : 10 X 450 CM",EA,ITEMIZED,"56,54,810"
918,4231150523600,"BANDAGE, CREPE COTTON, WITH CLIPS, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH SIZE : 15 X 450 CM",EA,ITEMIZED,"48,75,218"
919,4231150000800,"BANDAGE, CREPE COTTON, WITH CLIPS, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH SIZE : 20 X 450 CM",EA,ITEMIZED,"1,22,550"
920,4231154609700,"BANDAGE, ELASTIC ADHESIVE, HYPOALLERGENIC, WITH INTERLEAF PLASTIC LAYER, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER SUITABLE SIZE AND NOT IN A CLOTH SIZE: 2.5 X 450 CM",EA,ITEMIZED,"2,35,497"
921,4231154609800,"BANDAGE, ELASTIC ADHESIVE, HYPOALLERGENIC, WITH INTERLEAF PLASTIC LAYER, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER SUITABLE SIZE AND NOT IN A CLOTH SIZE: 5 X 450 CM",EA,ITEMIZED,"3,91,092"
922,4231150523800,"BANDAGE, ELASTIC ADHESIVE, HYPOALLERGENIC, WITH INTERLEAF PLASTIC LAYER, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER SUITABLE SIZE AND NOT IN A CLOTH SIZE: 7.5 X 450 CM",EA,ITEMIZED,"2,82,274"
923,4231150000700,"BANDAGE, ELASTIC ADHESIVE, HYPOALLERGENIC, WITH INTERLEAF PLASTIC LAYER, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER SUITABLE SIZE AND NOT IN A CLOTH SIZE: 10 X 450 CM",EA,ITEMIZED,"3,14,576"
924,4231154609600,"BANDAGE, ELASTIC ADHESIVE, HYPOALLERGENIC, WITH INTERLEAF PLASTIC LAYER, INDIVIDUALLY WRAPPED, PACKED IN A RIGID OUTER SUITABLE SIZE AND NOT IN A CLOTH SIZE: 15 X 450 CM",EA,ITEMIZED,"2,11,912"
925,4231154504000,"BANDAGE, ELASTIC GAUZE CONFORMING, 5 CM X 4-4.5 M, PEEL PACK, STERILE",EA,ITEMIZED,"2,48,741"
926,4231150516100,"BANDAGE, ELASTIC GAUZE CONFORMING, 7.5 CM X 4-4.5 M, PEEL PACK, STERILE",EA,ITEMIZED,"3,23,152"
927,4231154503800,"BANDAGE, ELASTIC GAUZE CONFORMING, 10 CM X 4-4.5 M, PEEL PACK, STERILE",EA,ITEMIZED,"4,31,222"
928,4231154503900,"BANDAGE, ELASTIC GAUZE CONFORMING, 15 CM X 4-4.5 M, PEEL PACK, STERILE",EA,ITEMIZED,"10,82,030"
929,4231150525000,"BANDAGE, TUBULAR (FOR BULKY FINGER), SIZE: ABOUT 1.5 TO 2 CM WIDTH X 20-25 METERS LENGTH, PACKING: INDIVIDUALLY WRAPPED (ONE ROLL/PKT), PACKED IN A RIG ID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH",EA,ITEMIZED,"23,804"
930,4231150525100,"BANDAGE, TUBULAR (FOR CHILD LIMB), SIZE: ABOUT 2 TO 2.5 CM WIDTH X 20-25 METERS LENGTH, PACKING: INDIVIDUALLY WRAPPED (ONE ROLL/PKT), PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH",EA,ITEMIZED,"20,491"
931,4231150524000,"BANDAGE, ELASTIC NET TUBULAR, (FOR ADULT), SIZE: ABOUT 4-4.5 CM X 20-25 METERS ROLL LENGTH, PACKING: INDIVIDUALLY WRAPPED (ONE ROLL/PKT), PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH.",EA,ITEMIZED,"57,977"
932,4231150524900,"BANDAGE, TUBULAR (FOR ADULT LIMBS), SIZE: 4.5 TO 5.5 CM WIDTH X 20-25 METERS LENGTH, PACKING: INDIVIDUALLY WRAPPED (ONE ROLL/PKT), PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH",EA,ITEMIZED,"59,959"
933,4231150523900,"BANDAGE, ELASTIC NET TUBULAR, (FOR ADULT), SIZE: 6-6.5 CM X 20-25 METERS ROLL LENGTH, PACKING: INDIVIDUALLY WRAPPED (ONE ROLL/PKT), PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH.",EA,ITEMIZED,"74,552"
934,4231150607800,"BANDAGE, ELASTIC NET TUBULAR, (FOR ADULT), SIZE: ABOUT 8.5-9 CM X 20-25 METERS ROLL LENGTH, PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH.",EA,ITEMIZED,"13,464"
935,4231150607200,"BANDAGE, TUBULAR CODE C (FOR MEDIUM ARMS AND SMALL ANKLES), SIZE: 6.75 TO 7 CM WIDTH X 10 - 20 METERS LENGTH, PACKING: INDIVIDUALLY WRAPPED (ONE ROLL/PK T), PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH",EA,ITEMIZED,"21,372"
936,4231150607900,"BANDAGE, TUBULAR CODE E (FOR LARGE ANKLES, MEDIUM KNEES AND SMALL THIGHS), SIZE: 8.5 TO 9 CM WIDTH X 10 - 20 METERS LENGTH, PACKING: INDIVIDUALLY WRAPPED (ONE ROLL/PKT), PACKED IN A RIGID OUTER CARTON OF SUITABLE SIZE AND NOT IN CLOTH",EA,ITEMIZED,"18,997"
